cnae;no_cnae;uf;n_intermitentes
6619399;Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente;13;0
6621501;Peritos e avaliadores de seguros;13;0
6621502;Auditoria e consultoria atuarial;13;0
6622300;Corretores e agentes de seguros, de planos de previdência complementar e de saúde;13;0
6629100;Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde não especificadas anteriormente;13;0
6630400;Atividades de administração de fundos por contrato ou comissão;13;0
6810201;Compra e venda de imóveis próprios;13;1
6810202;Aluguel de imóveis próprios;13;0
6810203;Loteamento de imóveis próprios;13;0
6821801;Corretagem na compra e venda e avaliação de imóveis;13;0
6821802;Corretagem no aluguel de imóveis;13;0
6822600;Gestão e administração da propriedade imobiliária;13;0
6911701;Serviços advocatícios;13;0
6911702;Atividades auxiliares da justiça;13;0
6911703;Agente de propriedade industrial;13;0
6912500;Cartórios;13;0
6920601;Atividades de contabilidade;13;1
6920602;Atividades de consultoria e auditoria contábil e tributária;13;0
7020400;Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica;13;17
7111100;Serviços de arquitetura;13;0
7112000;Serviços de engenharia;13;20
7119701;Serviços de cartografia, topografia e geodésia;13;0
7119702;Atividades de estudos geológicos;13;0
7119703;Serviços de desenho técnico relacionados à arquitetura e engenharia;13;0
7119704;Serviços de perícia técnica relacionados à segurança do trabalho;13;0
7119799;Atividades técnicas relacionadas à engenharia e arquitetura não especificadas anteriormente;13;0
7120100;Testes e análises técnicas;13;5
7210000;Pesquisa e desenvolvimento experimental em ciências físicas e naturais;13;0
7220700;Pesquisa e desenvolvimento experimental em ciências sociais e humanas;13;1
7311400;Agências de publicidade;13;0
7312200;Agenciamento de espaços para publicidade, exceto em veículos de comunicação;13;0
7319001;Criação de estandes para feiras e exposições;13;0
7319002;Promoção de vendas;13;1
7319003;Marketing direto;13;0
7319004;Consultoria em publicidade;13;0
7319099;Outras atividades de publicidade não especificadas anteriormente;13;1
7320300;Pesquisas de mercado e de opinião pública;13;0
7410201;Design;13;0
7410202;Decoração de interiores;13;0
7410203;Design de produtos;13;0
7410299;Atividades de Design não Especificadas Anteriormente;13;0
7420001;Atividades de produção de fotografias, exceto aérea e submarina;13;0
7420002;Atividades de produção de fotografias aéreas e submarinas;13;0
7420003;Laboratórios fotográficos;13;0
7420004;Filmagem de festas e eventos;13;0
7420005;Serviços de microfilmagem;13;0
7490101;Serviços de tradução, interpretação e similares;13;0
7490102;Escafandria e mergulho;13;0
7490103;Serviços de agronomia e de consultoria às atividades agrícolas e pecuárias;13;0
7490104;Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários;13;0
7490105;Agenciamento de profissionais para atividades esportivas, culturais e artísticas;13;0
7490199;Outras atividades profissionais, científicas e técnicas não especificadas anteriormente;13;0
7500100;Atividades veterinárias;13;0
7711000;Locação de automóveis sem condutor;13;0
7719501;Locação de embarcações sem tripulação, exceto para fins recreativos;13;0
7719502;Locação de aeronaves sem tripulação;13;0
7719599;Locação de outros meios de transporte não especificados anteriormente, sem condutor;13;0
7721700;Aluguel de equipamentos recreativos e esportivos;13;0
7722500;Aluguel de fitas de vídeo, DVDs e similares;13;0
7723300;Aluguel de objetos do vestuário, jóias e acessórios;13;0
7729201;Aluguel de aparelhos de jogos eletrônicos;13;0
7729202;Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal, instrumentos musicais;13;0
7729203;Aluguel de material médico;13;0
7729299;Aluguel de outros objetos pessoais e domésticos não especificados anteriormente;13;0
7731400;Aluguel de máquinas e equipamentos agrícolas sem operador;13;0
7732201;Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes;13;0
7732202;Aluguel de andaimes;13;0
7733100;Aluguel de máquinas e equipamentos para escritório;13;0
7739001;Aluguel de máquinas e equipamentos para extração de minérios e petróleo, sem operador;13;0
7739002;Aluguel de equipamentos científicos, médicos e hospitalares, sem operador;13;0
7739003;Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes;13;0
7739099;Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador;13;0
7740300;Gestão de ativos intangíveis não-financeiros;13;0
7810800;Seleção e agenciamento de mão-de-obra;13;26
7820500;Locação de mão-de-obra temporária;13;2
7830200;Fornecimento e gestão de recursos humanos para terceiros;13;0
7911200;Agências de viagens;13;0
7912100;Operadores turísticos;13;0
7990200;Serviços de reservas e outros serviços de turismo não especificados anteriormente;13;0
8011101;Atividades de vigilância e segurança privada;13;50
8011102;Serviços de adestramento de cães de guarda;13;0
8012900;Atividades de transporte de valores;13;4
8020000;Atividades de monitoramento de sistemas de segurança (Desativado);13;0
8020001;Atividades de monitoramento de sistemas de segurança eletronico;13;0
8020002;Outras atividades de serviços de segurança;13;0
8030700;Atividades de investigação particular;13;0
8111700;Serviços combinados para apoio a edifícios, exceto condomínios prediais;13;52
8112500;Condomínios prediais;13;8
8121400;Limpeza em prédios e em domicílios;13;97
8122200;Imunização e controle de pragas urbanas;13;9
8129000;Atividades de limpeza não especificadas anteriormente;13;30
8130300;Atividades paisagísticas;13;1
8211300;Serviços combinados de escritório e apoio administrativo;13;13
8219901;Fotocópias;13;0
8219999;Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente;13;0
8220200;Atividades de teleatendimento;13;0
8230001;Serviços de organização de feiras, congressos, exposições e festas;13;0
8230002;Casas de festas e eventos;13;0
8291100;Atividades de cobrança e informações cadastrais;13;0
8292000;Envasamento e empacotamento sob contrato;13;102
8299701;Medição de consumo de energia elétrica, gás e água;13;0
8299702;Emissão de vales-alimentação, vales-transporte e similares;13;0
8299703;Serviços de gravação de carimbos, exceto confecção;13;0
8299704;Leiloeiros independentes;13;0
8299705;Serviços de levantamento de fundos sob contrato;13;0
8299706;Casas lotéricas;13;1
8299707;Salas de acesso à internet;13;0
8299799;Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente;13;83
8411600;Administração pública em geral;13;0
8412400;Regulação das atividades de saúde, educação, serviços culturais e outros serviços sociais;13;0
8413200;Regulação das atividades econômicas;13;0
8421300;Relações exteriores;13;0
8422100;Defesa;13;0
8423000;Justiça;13;0
8424800;Segurança e ordem pública;13;0
8425600;Defesa Civil;13;0
8430200;Seguridade social obrigatória;13;0
8511200;Educação infantil - creche;13;1
8512100;Educação infantil - pré-escola;13;3
8513900;Ensino fundamental;13;3
8520100;Ensino médio;13;0
8531700;Educação superior - graduação;13;18
8532500;Educação superior - graduação e pós-graduação;13;10
8533300;Educação superior - pós-graduação e extensão;13;0
8541400;Educação profissional de nível técnico;13;2
8542200;Educação profissional de nível tecnológico;13;0
8550301;Administração de caixas escolares;13;0
8550302;Atividades de apoio à educação, exceto caixas escolares;13;0
8591100;Ensino de esportes;13;0
8592901;Ensino de dança;13;0
8592902;Ensino de artes cênicas, exceto dança;13;0
8592903;Ensino de música;13;0
8592999;Ensino de arte e cultura não especificado anteriormente;13;0
8593700;Ensino de idiomas;13;0
8599601;Formação de condutores;13;5
8599602;Cursos de pilotagem;13;0
8599603;Treinamento em informática;13;0
8599604;Treinamento em desenvolvimento profissional e gerencial;13;5
8599605;Cursos preparatórios para concursos;13;6
8599699;Outras atividades de ensino não especificadas anteriormente;13;0
8610101;Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências;13;1
8610102;Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências;13;0
8621601;UTI móvel;13;0
8621602;Serviços móveis de atendimento a urgências, exceto por UTI móvel;13;0
8622400;Serviços de remoção de pacientes, exceto os serviços móveis de atendimento a urgências;13;0
8630501;Atividade médica ambulatorial com recursos para realização de procedimentos cirúrgicos;13;0
8630502;Atividade médica ambulatorial com recursos para realização de exames complementares;13;14
8630503;Atividade médica ambulatorial restrita a consultas;13;3
8630504;Atividade odontológica com recursos para realização de procedimentos cirúrgicos;13;3
8630505;Atividade odontológica sem recursos para realização de procedimentos cirúrgicos;13;0
8630506;Serviços de vacinação e imunização humana;13;0
8630507;Atividades de reprodução humana assistida;13;0
8630599;Atividades de atenção ambulatorial não especificadas anteriormente;13;0
8640201;Laboratórios de anatomia patológica e citológica;13;0
8640202;Laboratórios clínicos;13;0
8640203;Serviços de diálise e nefrologia;13;0
8640204;Serviços de tomografia;13;0
8640205;Serviços de diagnóstico por imagem com uso de radiação ionizante, exceto tomografia;13;0
8640206;Serviços de ressonância magnética;13;0
8640207;Serviços de diagnóstico por imagem sem uso de radiação ionizante, exceto ressonância magnética;13;0
8640208;Serviços de diagnóstico por registro gráfico - ECG, EEG e outros exames análogos;13;0
8640209;Serviços de diagnóstico por métodos ópticos - endoscopia e outros exames análogos;13;0
8640210;Serviços de quimioterapia;13;0
8640211;Serviços de radioterapia;13;0
8640212;Serviços de hemoterapia;13;0
8640213;Serviços de litotripsia;13;0
8640214;Serviços de bancos de células e tecidos humanos;13;0
8640299;Atividades de serviços de complementação diagnóstica e terapêutica não especificadas anteriormente;13;0
8650001;Atividades de enfermagem;13;202
8650002;Atividades de profissionais da nutrição;13;0
8650003;Atividades de psicologia e psicanálise;13;0
8650004;Atividades de fisioterapia;13;5
8650005;Atividades de terapia ocupacional;13;0
8650006;Atividades de fonoaudiologia;13;0
8650007;Atividades de terapia de nutrição enteral e parenteral;13;0
8650099;Atividades de profissionais da área de saúde não especificadas anteriormente;13;1
8660700;Atividades de apoio à gestão de saúde;13;0
8690901;Atividades de práticas integrativas e complementares em saúde humana;13;0
8690902;Atividades de bancos de leite humano;13;0
8690903;Atividades de Acupuntura;13;0
8690904;Atividades de Podologia;13;0
8690999;Outras atividades de atenção à saúde humana não especificadas anteriormente;13;0
8711501;Clínicas e residências geriátricas;13;0
8711502;Instituições de longa permanência para idosos;13;0
8711503;Atividades de assistência a deficientes físicos, imunodeprimidos e convalescentes;13;0
8711504;Centros de apoio a pacientes com câncer e com AIDS;13;0
8711505;Condomínios residenciais para idosos;13;0
8712300;Atividades de fornecimento de infra-estrutura de apoio e assistência a paciente no domicílio;13;0
